course_title,professor,location,course_code,course_subject
Acting 2.,Myrna Wyatt   Selkirk ,ARTS W-25,367,ENGL
Stage Scenery and Lighting 1.,Keith B   Roche ,ARTS MOYSE HALL,368,ENGL
Theatre History: 19th to 21st Centuries.,Katherine   Zien ,EDUC 216,371,ENGL
Interpretation Dramatic Text.,Myrna Wyatt   Selkirk ,TBA,375D1,ENGL
International Cinema 1.,Ara   Osterweil ,ARTS W-20,382,ENGL
Studies in 19th Century Literature 1.,TBA,EDUC 624,404,ENGL
Theme or Movement Canadian Literature.,Robert   Lecker ,ARTS 350,410,ENGL
Studies in Canadian Fiction.,Nathalie M   Cooke ,EDUC 624,411,ENGL
Studies in 20th Century Literature 1.,Miranda Brun   Hickman ,ARTS 350,414,ENGL
Irish Literature.,Dorothy A   Bray ,EDUC 434,424,ENGL
Studies in Drama.,Sean   Carney ,ARTS W-25,430,ENGL
Studies in Literary Form.,Berkeley   Kaite ,LEA 210,437,ENGL
Special Topics in Canadian Cultural Studies.,Nathalie M   Cooke ,EDUC 434,441,ENGL
Theories of Text and Performance 1.,Denis   Salter ,ARTS W-25,458,ENGL
Studies in Literary Theory.,Theodore W   Folkerth ,ARTS 350,460,ENGL
Theatre Laboratory.,Myrna Wyatt   Selkirk ,ARTS W-25,465D1,ENGL
Special Topics in Theatre History 1700-1900.,Fiona   Ritchie ,ARTS W-25,485,ENGL
Special Topics in Theatre History After 1900.,Catherine A   Bradley ,ARTS 150,486,ENGL
Insect Biology.,Stephanie   Boucher ,BARTON 1-016,330,ENTO
The Biophysical Environment.,Caroline B   Begg ,CENTEN 1-163,210,ENVB
St. Lawrence Ecosystems.,Christopher Martin  Buddle ,CENTEN 1-150,222,ENVB
Meteorology.,Ian Brett   Strachan ,CENTEN 1-163,301,ENVB
Ecosystem Ecology.,James W   Fyles ,RAYMND 3-011,410,ENVB
Ecosystem Management.,Caroline B   Begg ,RAYMND 4-046/048,415,ENVB
Advanced Topics in Ecotoxicology.,Jessica   Head ,CENTEN 212,500,ENVB
The Global Environment.,Anthony   Ricciardi | Eyad Hashem   Atallah | Katherine   Pagnucco ,MDHAR G-10,200,ENVR
The Global Environment.,Frederic   Fabry | George   McCourt ,CENTEN 1-162,200,ENVR
"Society, Environment and Sustainability.",Madhav Govind   Badami | Christopher   Barrington-Leigh | Kevin Baxter  Manaugh ,LEA 219,201,ENVR
"Society, Environment and Sustainability.",Nicolas   Kosoy | Geoffrey   Garver ,MACSTW B-016,201,ENVR
"Knowledge, Ethics and Environment.",Julia   Freeman | Gregory Matthew   Mikkelson ,RAYMND 2-046,203,ENVR
Environmental Research Design.,Ismael   Vaccaro | Raja   Sengupta ,ARTS 260,301,ENVR
Environmental Thought.,Nicolas   Kosoy ,CENTEN 1-150,400,ENVR
Environmental Research.,George   McCourt | Julia   Freeman | Brian   Leung | Kevin Baxter  Manaugh | Gregory Matthew   Mikkelson | Renee   Sieber ,CURRIE 408/9,401,ENVR
Foundations of Environmental Policy.,Iwao   Hirose ,EDUC 433,610,ENVR
Civilization and Environment.,Peter Gilbert   Brown ,TBA,630,ENVR
Biostats for Health Sciences.,TBA,TBA,507,EPIB
Fundamentals of Epidemiology.,Seungmi   Yang ,TBA,601,EPIB
Fundamentals of Epidemiology.,Brittany Catherine  McKinnon | Jonathan Yinhao  Huang ,TBA,601,EPIB
Inferential Statistics.,Paramita   Saha Chaudhuri ,TBA,607,EPIB
Introduction to Statistical Software.,Seungmi   Yang ,TBA,613,EPIB
Research Design in Health Sciences.,Christina Margaret  Wolfson ,TBA,623,EPIB
Measurement in Epidemiology.,Norbert   Schmitz ,TBA,628,EPIB
Advanced Modeling: Survival and Other Multivariable Data.,Michal   Abrahamowicz ,TBA,637,EPIB
Methods in Social Epidemiology.,Samuel Birnie  Harper | Jay Scott  Kaufman ,TBA,648,EPIB
Special Topics 2.,Olga   Basso ,TBA,669,EPIB
Introduction to Bayesian Analysis in Health Sciences.,Lawrence   Joseph ,TBA,682,EPIB
Principles of Environmental Health Sciences I.,Mark   Goldberg | Niladri   Basu ,TBA,684,EPIB
Natural Disasters.,John   Stix | John Richard   Gyakum ,LEA 132,185,EPSC
Understanding Planet Earth.,Olivia   Jensen ,MAASS 112,201,EPSC
Introductory Mineralogy.,Jeanne   Paquette ,ADAMS 211,210,EPSC
Principles of Geochemistry.,Don   Baker ,ADAMS 211,220,EPSC
General Geology.,Rebecca   Harrington ,RPHYS 112,221,EPSC
Earth and Life History.,Galen Pippa  Halverson ,ADAMS 232,233,EPSC
Geology in the Field.,Christen Danielle   Rowe ,ADAMS 348,240,EPSC
Elementary Earth Physics.,Yajing   Liu ,ADAMS 315,320,EPSC
Earth and Planetary Inference.,Boswell Alan  Wing ,ADAMS 211,340,EPSC
Sedimentary Geology.,Galen Pippa  Halverson ,ADAMS 315,355,EPSC
Mineral Deposits.,Anthony E   Williams-Jones ,ADAMS 315,452,EPSC
Geodynamics and Geomagnetism.,Olivia   Jensen | Natalya   Gomez ,ADAMS 348,510,EPSC
Cosmochemistry.,William Grant  Minarik ,TBA,570,EPSC
Aqueous Geochemistry.,Alfonso   Mucci ,TBA,580,EPSC
Investigating the Earth System.,Jeffrey Marshall  McKenzie | Margaret   Kalacska ,BURN 511,300,ESYS
Earth System Applications.,John   Stix | Pavlos   Kollias ,ADAMS 232,500,ESYS
Advanced Endocrinology 01.,Andrew   Bateman | Maia V  Kokoeva ,ENGTR 2120,502,EXMD
Biology of Cancer.,Ivan   Topisirovic | Marc Robert  Fabian ,LEA 232,504,EXMD
Advanced Applied Cardiovascular Physiology.,Adel   Schwertani ,STBIO S4/106,506,EXMD
Advanced Applied Respiratory Physiology.,Basil   Petrof ,MT3434 100,507,EXMD
Gastrointestinal Physiology and Pathology.,Gary Edward   Wild ,TBA,509,EXMD
Bioanalytical Separation Methods.,Bertrand J  Jean-Claude ,TBA,510,EXMD
Recent Advances in Cellular and Molecular Biology.,Marie-Therese   Kmita ,TBA,604D1,EXMD
Molecular Embryology.,Maxime   Bouchard ,TBA,608,EXMD
Cellular Methods in Medical Research.,William S   Powell | Simon   Rousseau ,TBA,609,EXMD
Molecular and Cell Biology Topics.,Koren Kathleen   Mann | Stephane   Richard ,TBA,616,EXMD
Workshop in Clinical Trials 2.,Bertrand J  Jean-Claude ,TBA,618,EXMD
Workshop: Clinical Trials 3.,Bertrand J  Jean-Claude ,TBA,619,EXMD
Qualitative Research Methodology.,Steve   Jordan ,TBA,628,EXMD
Reproductive Medicine and Assisted Reproductive Technology.,Ri-Cheng   Chian | Asangla   Ao ,TBA,629,EXMD
Recent Advances in Virology and Antiviral Therapeutics.,Andrew J   Mouland | Chen   Liang ,TBA,632,EXMD
Experimental/Clinical Oncology.,Nicole   Beauchemin | Wilson H   Miller ,TBA,635D1,EXMD
Experimental Medicine Topic 1.,Bertrand J  Jean-Claude ,TBA,640,EXMD
Principles of Environmental Health Sciences.,Niladri   Basu | Mark   Goldberg ,TBA,670,EXMD
Surgical Innovation 1.,Jake   Barralet ,TBA,620,EXSU
Signal Transduction.,Anie   Philip | Kenneth Walter   Finnson ,TBA,684,EXSU
Introduction to the Engineering Profession.,Andrew G   Kirk ,SADB M-1,100,FACC
Introduction to the Engineering Profession.,Andrew G   Kirk ,SADB M-1,100,FACC
Law for Architects and Engineers.,Alexandre   Paul-Hus | Eric   Bédard ,MDHAR G-10,220,FACC
Engineering Economy.,Raad   Jassim ,ENGMC 304,300,FACC
Engineering Economy.,Raad   Jassim ,ENGMC 304,300,FACC
Engineering Professional Practice.,Viviane   Yargeau ,LEA 26,400,FACC
Engineering Professional Practice.,Viviane   Yargeau ,LEA 219,400,FACC
Technology Business Plan Design.,Michael M   Avedesian ,MDHAR G-01,500,FACC
Selected Topics in the Faculty of Engineering 1.,TBA,LEA 116,510,FACC
Introduction to Food Science.,Lawrence   Goodridge ,RAYMND 2-045,200,FDSC
Analytical Chemistry 1.,TBA,CENTEN 1-150,213,FDSC
Organic Chemistry.,Alice D  Cherestes ,MACSTW B-016,230,FDSC
Principles of Food Analysis 1.,TBA,RAYMND 2-046,300,FDSC
Food Chemistry 2.,Benjamin K   Simpson ,MACSTW B-016,305,FDSC
Post Harvest Fruit and Vegetable Technology.,Hosahalli   Ramaswamy ,RAYMND 3-048,310,FDSC
Food Product Development.,Salwa   Karboune ,RAYMND 3-011,405,FDSC
Food Microbiology.,TBA,RAYMND 3-048,442,FDSC
Nutraceutical Chemistry.,Varoujan   Yaylayan ,RAYMND 4-045,537,FDSC
Food Science in Perspective.,Lawrence   Goodridge ,RAYMND 2-045,538,FDSC
Sensory Evaluation of Foods.,Salwa   Karboune ,RAYMND 4-045,540,FDSC
Comparative Food Law.,Brigitte   Cadieux ,CENTEN 212,555,FDSC
Current Food Safety Issues.,Lawrence   Goodridge ,CENTEN 1-162,624,FDSC
Food Safety Risk Assessment.,Stephane   Bayen ,CENTEN 1-162,626,FDSC
Principles of Food Analysis 2.,TBA,RAYMND 2-046,651,FDSC
Advanced Topics in Food Science.,TBA,TBA,725,FDSC
Corporate Finance.,Vadim   di Pietro ,BRONF 151,342,FINE
Corporate Finance.,Sujata   Madan ,BRONF 151,342,FINE
Corporate Finance.,Sujata   Madan ,BRONF 179,342,FINE
Corporate Finance.,TBA,ARTS 150,342,FINE
Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,BRONF 205,434,FINE
Topics in Finance 1.,Kenneth   Lester ,BRONF 210,434,FINE
Topics in Finance 1.,TBA,BRONF 205,434,FINE
Investment Management.,Larbi   Hammami ,BRONF 045,441,FINE
Investment Management.,Larbi   Hammami ,BRONF 046,441,FINE
Investment Management.,Larbi   Hammami ,BRONF 045,441,FINE
Investment Management.,Larbi   Hammami ,BRONF 045,441,FINE
Capital Markets and Institutions.,TBA,BRONF 045,442,FINE
Capital Markets and Institutions.,TBA,BRONF 046,442,FINE
Capital Markets and Institutions.,TBA,BRONF 046,442,FINE
Applied Corporate Finance.,Larbi   Hammami ,BRONF 045,443,FINE
Applied Corporate Finance.,Larbi   Hammami ,BRONF 046,443,FINE
Real Estate Finance.,Mohammed M   Chaudhury ,BRONF 001,445,FINE
Real Estate Finance.,Mohammed M   Chaudhury ,BRONF 179,445,FINE
Financial Derivatives.,TBA,BRONF 205,448,FINE
Financial Derivatives.,Mohammed M   Chaudhury ,BRONF 179,448,FINE
Market Risk Models.,TBA,BRONF 011,449,FINE
Fixed Income Analysis.,TBA,BRONF 210,451,FINE
Alternative Investments.,Jan Edvard Ludvig  Ericsson ,BRONF 205,455,FINE
International Finance 1.,Sergei   Sarkissian ,BRONF 151,482,FINE
International Finance 1.,TBA,LEA 15,482,FINE
Applied Investments.,Kenneth   Lester ,BRONF 210,541N2,FINE
Applied Investments.,Kenneth   Lester ,BRONF 210,541N2,FINE
Money and Capital Markets.,Larbi   Hammami ,BRONF 340,645,FINE
Applied Corporate Finance.,Sujata   Madan ,BRONF 340,648,FINE
Corporate Finance Theory.,Adolfo   De Motta ,BRONF 310,679,FINE
Investments.,Sebastien   Betermier ,BRONF 205,680,FINE
Derivatives.,Jan Edvard Ludvig  Ericsson ,BRONF 205,682,FINE
Advanced Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,TBA,690,FINE
Advanced Topics in Finance 1.,Jan Edvard Ludvig  Ericsson ,TBA,690N2,FINE
Advanced Topics in Finance 2.,Jan Edvard Ludvig  Ericsson ,BRONF 205,691,FINE
International Corporate Finance.,Mohammed M   Chaudhury ,BRONF 310,694,FINE
Empirical Research in Finance.,Sergei   Sarkissian ,TBA,703,FINE
Survey Research Methods in Primary Care.,Jean Lois   Haggerty ,TBA,503,FMED
Basic Analysis for Health Data.,Gillian   Bartlett-Esquilant ,TBA,505,FMED
Qualitative Health Research.,Rosario   Rodriguez ,TBA,625,FMED
Fall Stage (152-VSA-MC).,Caroline B   Begg ,RAYMND 3-045,001,FMT4
Soil Tillage (152-VSB-MC).,Peter   Enright ,CENTEN 1-150,002,FMT4
Information Management (152-VSC-MC).,Pascal   Theriault ,CENTEN 1-150,003,FMT4
Animal Physiology and Anatomy (152-VSD-MC).,Christian   Molgat | Deborah   Martin ,RAYMND 3-011,004,FMT4
Introduction to Plant Science (152-VSE-MC).,David   Wees ,RAYMND 3-048,005,FMT4
Pesticides and the Environment (152-VSF-MC).,Serge   Lussier ,CENTEN 1-150,006,FMT4
Marketing Strategies (152-VSP-MC).,Pascal   Theriault ,RAYMND 3-011,014,FMT4
Forest Management (152-VSQ-MC).,Benoit   Cote ,CENTEN 1-162,015,FMT4
Nutrient Management Plan (152-VSV-MC).,Caroline B   Begg ,RAYMND 3-011,019,FMT4
Conservation of Soil and Water (152-VSW-MC).,Peter   Enright ,BARTON 1-015,020,FMT4
Enterprise Management 2 (152-VSX-MC).,Pascal   Theriault ,CENTEN 1-162,021,FMT4
Equipment Management (152-VSY-MC).,Marc-Andre   Isabelle ,RAYMND 3-045,022,FMT4
Dairy Replacement Management (152-VTE-MC).,Christian   Molgat ,RAYMND 4-046/048,028,FMT4
Beef and Sheep Management (152-VTH-MC).,Christian   Molgat ,RAYMND 3-035,031,FMT4
Vegetable and Fruit Crops (152-VTK-MC).,David   Wees ,RAYMND 3-035,033,FMT4
Field Crop Management 1 (152-VTM-MC).,TBA,RAYMND 4-046/048,035,FMT4
Langue française et communication (602-101-03).,TBA,CENTEN 1-162,075,FMTP
FMT English (603-VSB-MC).,TBA,RAYMND 3-011,078,FMTP
English Upgrading.,Deborah A   Hollenbeck ,CENTEN 1-150,080,FMTP
Literary Genres (603-102-04).,Michele   Trepanier ,RAYMND 3-011,082,FMTP
Humanities 1: Knowledge (345-103-04).,Penelope Suzanne  Stewart ,RAYMND 3-011,085,FMTP
Humanities 2: World Views (345-102-03).,Daniele Lori  Shaffer ,CENTEN 1-162,086,FMTP
Physical Activity and Health (109-101-MQ).,Chelsea Lee  Privée | Jill   Barker ,STHALL GYM,090,FMTP
Landscape Design (504-VSG-MC).,David   Wees ,CENTEN 1-150,097,FMTP
Composition 1.,TBA,ARTS 230,201,FREN
Introduction aux études littéraires.,Diane   Desrosiers ,ARTS 150,222,FREN
Stylistique comparée.,Jane   Everett ,EDUC 627,239,FREN
"Atelier d'écriture poétique.",Frederic   Charbonneau ,ARTS 230,240,FREN
Traduction générale.,Catherine   Leclerc ,EDUC 627,244,FREN
Grammaire avancée.,Normand   Doiron ,ARTS 350,245,FREN
Littérature française avant 1800.,Normand   Doiron ,MAASS 217,250,FREN
Littérature québécoise.,Jane   Everett ,BIRKS 111,252,FREN
Histoire de la langue française.,Chantal   Bouchard ,ARTS 260,336,FREN
"Textes, imaginaires, sociétés.",Pascal   Brissette ,ARTS 150,337,FREN
"Atelier d'écriture narrative.",Alain   Farah ,ARTS 350,340,FREN
Traduction et recherche 1.,Chantal   Bouchard ,ARTS 230,341,FREN
Littérature du 20e siècle 1.,Mbaye   Diouf ,BURN 1B24,355,FREN
La littérature du 18e siècle 1.,Frederic   Charbonneau ,ARTS 350,364,FREN
Littératures francophones 1.,Mbaye   Diouf ,ARTS 150,380,FREN
La littérature médiévale 1.,TBA,ARTS 150,455,FREN
Beginners French 1.,Suzanne   Pellerin ,FERR 456,101,FRSL
Beginners French 1.,TBA,BURN 1B23,101,FRSL
Beginners French 1.,TBA,MDHAR G-01,101,FRSL
Beginners French 1.,TBA,ARTS 230,101,FRSL
Beginners French 1.,TBA,LEA 116,101,FRSL
Beginners French 1.,TBA,LEA 116,101,FRSL
Beginners French 1.,TBA,SH688 495,101,FRSL
Beginners French 1.,TBA,SH688 295,101,FRSL
Near Beginners French.,Alida   Soucé ,LEA 116,103,FRSL
Near Beginners French.,Alida   Soucé ,FERR 456,103,FRSL
Intensive Beginners French.,TBA,BURN 1B23,105,FRSL
Intensive Beginners French.,Suzanne   Pellerin ,FERR 456,105,FRSL
Elementary French.,Prisca   Fenoglio ,TBA,206,FRSL
Elementary French 01.,Prisca   Fenoglio ,FERR 456,207D1,FRSL
Elementary French 01.,TBA,MDHAR G-01,207D1,FRSL
Elementary French 01.,TBA,FERR 456,207D1,FRSL
Elementary French 01.,Alida   Soucé | Prisca   Fenoglio ,LEA 116,207D1,FRSL
Elementary French 01.,TBA,SH688 365,207D1,FRSL
Elementary French 01.,TBA,SH688 361,207D1,FRSL
Intensive Elementary French.,Prisca   Fenoglio ,LEA 210,208,FRSL
Oral and Written French 1.,TBA,FERR 456,211D1,FRSL
Oral and Written French 1.,TBA,FERR 456,211D1,FRSL
Oral and Written French 1.,TBA,LEA 110,211D1,FRSL
Oral and Written French 1.,TBA,SH688 495,211D1,FRSL
Oral and Written French 1.,Loretta   Hyrat ,SH688 391,211D1,FRSL
Oral and Written French 1.,Loretta   Hyrat ,SH688 295,211D1,FRSL
Oral and Written French 1.,TBA,SH688 355,211D1,FRSL
Oral and Written French 1.,Jean-Yves   Richard | Loretta   Hyrat ,SH688 391,211D1,FRSL
Oral and Written French 1.,Loretta   Hyrat ,TBA,212,FRSL
Oral and Written French 1 - Intensive.,Gabriel   Michaud | Loretta   Hyrat ,LEA 110,215,FRSL
Listening Comprehension and Oral Expression 1.,Sarah   Anthony ,ARTS 230,302,FRSL
Oral and Written French 2.,Helene   Riel-Salvatore ,LEA 110,321D1,FRSL
Oral and Written French 2.,Helene   Riel-Salvatore ,FERR 456,321D1,FRSL
Oral and Written French 2.,Sarah   Anthony | Helene   Riel-Salvatore ,SH688 295,321D1,FRSL
Oral and Written French 2.,TBA,LEA 110,321D1,FRSL
Oral and Written French 2.,Sarah   Anthony | Helene   Riel-Salvatore ,SH688 355,321D1,FRSL
Oral and Written French 2.,Helene   Riel-Salvatore ,TBA,322,FRSL
Intermediate French: Grammar 01.,Helene   Riel-Salvatore ,FERR 456,332,FRSL
Intermediate French: Grammar 01.,TBA,FERR 456,332,FRSL
Intermediate French: Grammar 01.,TBA,RAYMND 3-035,332,FRSL
Intermediate French: Grammar 01.,TBA,LEA 116,332,FRSL
Compréhension et expression orales.,Natallia   Liakina ,FERR 456,407,FRSL
Français fonctionnel avancé.,TBA,SH688 391,431D1,FRSL
Français fonctionnel avancé.,TBA,LEA 14,431D1,FRSL
Français fonctionnel avancé.,Jean-Yves   Richard ,SH688 361,431D1,FRSL
Français fonctionnel avancé.,Jean-Yves   Richard ,SH688 361,431D1,FRSL
Français fonctionnel.,Jean-Yves   Richard ,TBA,432,FRSL
"Français fonctionnel, écrit 1.",Loretta   Hyrat ,SH688 361,445,FRSL
Le français des médias.,Gabriel   Michaud ,ARTS 350,449,FRSL
Grammaire et création.,Jean-Yves   Richard ,LEA 116,455,FRSL
Geographical Perspectives: World Environmental Problems.,Thomas C   Meredith ,MAASS 112,200,GEOG
Introductory Geo-Information Science.,Raja   Sengupta | Margaret   Kalacska ,BURN 1B45,201,GEOG
Statistics and Spatial Analysis.,Lea   Berrang Ford ,BURN 511,202,GEOG
Statistics and Spatial Analysis.,Lea   Berrang Ford ,BURN 511,202,GEOG
Environmental Systems.,Timothy R   Moore | Gail L   Chmura ,MDHAR G-10,203,GEOG
Geography of the World Economy.,Oliver T   Coomes | Sebastien Mathieu  Breau ,ADAMS AUD,216,GEOG
"Earth's Changing Surface.",Michel F   Lapointe ,LEA 232,272,GEOG
Geography of Nunavut.,George   Wenzel ,BURN 306,301,GEOG
Environmental Management 1.,Thomas C   Meredith ,SADB 2/36,302,GEOG
Soils and Environment.,Timothy R   Moore ,BURN 426,305,GEOG
Principles of Remote Sensing.,Margaret   Kalacska ,BURN 511,308,GEOG
Political Geography.,Benjamin   Forest ,BURN 306,316,GEOG
Urban Social Geography.,TBA,BURN 306,331,GEOG
Running Water Environments.,Michel F   Lapointe ,BURN 306,372,GEOG
Geography of Development.,Jon D.  Unruh ,BURN 306,408,GEOG
Geographies of Developing Asia.,Sarah E. J.  Turner ,BURN 306,409,GEOG
Wetlands.,Gail L   Chmura ,BURN 308,470,GEOG
Geography of Northern Development.,George   Wenzel ,BURN 429,502,GEOG
Global Land and Water Resources.,Bernhard Ludwig  Lehner | Graham Kyle  MacDonald ,BURN 429,530,GEOG
Historical Ecology Techniques.,Gail L   Chmura ,BURN 429,550,GEOG
Special Topics in Human Geography.,TBA,NOROOM NEEDED,625,GEOG
Special Topics in Human Geography.,TBA,NOROOM NEEDED,625,GEOG
Special Topics in Physical Geography.,TBA,NOROOM NEEDED,626,GEOG
Methods of Geographical Research.,Oliver T   Coomes ,BURN 308,631D1,GEOG
Methods of Geographical Research.,Oliver T   Coomes ,BURN 308,631N2,GEOG
"German Language, Intensive Beginners.",09/02-12/05,Cancelled,200,GERM
"German Language, Beginners'.",TBA,MAASS 328,202D1,GERM
"German Language, Beginners'.",TBA,SH688 355,202D1,GERM
"German Language, Beginners'.",Maria Karleen  Morrison ,SH688 391,202D1,GERM
"German Language, Beginners'.",Maria Karleen  Morrison ,SH688 355,202D1,GERM
Introduction to German Literature 1.,Paul   Peters ,SH688 491,259,GERM
German Language Intensive Intermediate.,Maria Karleen  Morrison ,SH688 491,300,GERM
German Language - Intermediate.,Sun-Young   Kim ,SH688 395,307D1,GERM
German Language - Intermediate.,TBA,LEA 210,307D1,GERM
German Language - Intensive Advanced.,Sun-Young   Kim ,SH688 295,325,GERM
"German Language, Media and Culture.",Andrew   Piper ,SH688 1078,336,GERM
Modernism and the Avant-Garde.,09/02-12/05,Cancelled,350,GERM
German Culture in European Context.,Tove Katrina  Holmes ,SH688 361,357,GERM
German Postwar Literature.,Paul   Peters ,SH688 294,363,GERM
Foundations of Information Studies.,Jamshid   Beheshti ,EDUC 211,601,GLIS
Foundations of Information Studies.,Jamshid   Beheshti ,LEA 110,601,GLIS
Organization of Information.,Elaine   Ménard ,EDUC 211,607,GLIS
Organization of Information.,Elaine   Ménard ,EDUC 211,607,GLIS
Metadata & Access.,Eun Gyung   Park ,BIRKS 111,609,GLIS
History of Books and Printing.,TBA,EDUC 434,612,GLIS
Public Libraries.,TBA,LEA 15,614,GLIS
Information Retrieval.,Charles Antoine   Julien ,EDUC 434,616,GLIS
Information System Design.,Karyn Anne  Moffatt ,LEA 110,617,GLIS
Information System Design.,Karyn Anne  Moffatt ,LEA 15,617,GLIS
Information Behaviour and Resources.,Joan   Bartlett ,LEA 110,619,GLIS
Information Behaviour and Resources.,Joan   Bartlett ,LEA 15,619,GLIS
Information Architecture.,Max   Evans ,EDUC 433,625,GLIS
Multimedia Systems.,Ilja Hermanus E.  Frissen ,EDUC 433,633,GLIS
Web System Design and Management.,Charles Antoine   Julien ,EDUC 437,634,GLIS
Archival Description and Access.,TBA,BRONF 011,641,GLIS
Preservation Management.,Eun Gyung   Park ,EDUC 434,642,GLIS
Research Project 3.,TBA,TBA,647D1,GLIS
Research Project 3.,TBA,TBA,647D1,GLIS
Intellectual Capital.,TBA,BURN 1205,662,GLIS
Information Literacy.,Joan   Bartlett ,EDUC 433,679,GLIS
Selected Topics.,TBA,TBA,689,GLIS
Special Topics 2.,Catherine   Guastavino ,EDUC 433,692,GLIS
Special Topics 3.,Ilja Hermanus E.  Frissen ,EDUC 433,693,GLIS
Genetic Counselling Practicum.,Laura Catherine   Palma ,TBA,600D1,HGEN
Genetic Counselling Principles.,Jennifer   Fitzpatrick ,TBA,601,HGEN
Genetics and Bioethics.,"Yann   Joly | Stephanie Odette Mary  Dyke | Palmira   Granados Moreno | Shahad   Salman | Derek Michael King  So | Ma'n Hilmi Mohammad  Zawati ",STBIO S2/2,660,HGEN
